crop,N,P,K,pH,rainfall,temperature,humidity
mango,2,40,27,5.954626604,90.09586854,29.73770045,47.54885174
mango,39,24,31,4.757114897,98.67527561,33.55695561,53.72979826
mango,21,26,27,5.699586972,95.85118326,27.00315545,47.67525434
mango,25,22,25,5.977413803,95.70525913,33.56150184,45.53556603
mango,0,21,32,6.430139436,92.19721736,35.89855625,54.25964196
mango,20,19,35,6.113935087,98.00687989,34.17719782,50.62161586
mango,19,21,34,5.074272692,97.72843182,30.01592643,53.19212381
mango,18,17,31,5.667507706,93.75441586,31.74592134,45.16127859
mango,11,36,33,5.978634285,95.3713484,35.99009679,52.22780489
mango,30,28,30,5.064613314,98.46768642,31.86641378,52.19331595
mango,18,19,27,4.772385986,94.11213345,27.75518664,52.34605806
mango,23,23,27,5.161148592,97.31258083,34.72413192,51.4271781
mango,37,30,34,6.797779227,99.35408185,27.53907547,53.63549533
mango,11,27,30,6.39474303,89.85646496,27.69637763,48.5622488
mango,12,19,31,5.566704378,91.87312479,27.25373364,52.66319725
mango,3,28,33,5.755049971,94.42850522,30.33723921,48.88704844
mango,37,38,32,5.417340525,91.55845821,31.85744939,45.53106268
mango,26,37,30,6.166173834,97.41054011,35.39986338,49.45962621
mango,14,18,30,5.191265116,95.74606104,29.80747243,52.13797867
mango,40,16,35,4.954739564,98.33351125,34.16438906,54.16482251
mango,4,20,25,5.664587011,99.9834242,28.93270187,47.94053996
mango,36,25,33,5.548584852,99.61465679,27.98392787,53.33018851
mango,30,17,31,6.804437106,94.62954663,31.20478173,54.49960506
mango,28,37,28,6.097869767,98.63333684,32.13409675,50.52559148
mango,38,15,30,5.075504537,97.01331604,28.91862016,48.13974548
mango,12,37,30,4.546466109,90.28624348,31.09779147,47.41196659
mango,38,19,31,5.855119268,90.65022183,34.73823882,49.08864345
mango,8,33,29,6.442393461,91.82271568,29.98080499,49.48613279
mango,15,27,28,4.507523551,90.82549241,33.80398664,46.12866113
mango,34,16,25,6.10729559,92.09609766,30.07202564,50.96040505
mango,11,36,31,6.47544932,100.2585673,27.92063282,51.77965917
mango,33,29,34,6.832979509,92.99739415,31.40948821,49.21729127
mango,12,31,26,5.395275719,100.2160615,35.7877738,51.94190321
mango,12,34,28,6.13526938,98.81596545,33.36140093,45.02236377
mango,5,16,31,4.555688532,98.00644238,35.96054636,48.69677802
mango,1,30,29,6.434197756,91.67241761,28.33333307,51.39586505
mango,16,35,31,5.316875978,95.99487068,32.27652024,50.19368841
mango,35,18,26,5.279388967,97.38741498,31.99490489,50.84881347
mango,4,40,26,6.720041791,95.8445641,27.58258929,48.56916221
mango,9,29,34,5.72742254,100.8124659,29.38471637,45.88744691
mango,2,38,33,4.691396195,90.21633216,32.38697531,53.2328243
mango,26,32,32,6.810186079,90.14047759,30.91471455,49.92963856
mango,34,38,31,6.454045329,97.41586402,35.37775595,45.58110023
mango,5,32,33,5.842763773,93.36718816,32.32362177,52.5896771
mango,31,29,26,5.024124684,97.76832322,28.22373428,47.40519056
mango,34,34,35,6.422710539,95.257992,27.27433181,47.16808054
mango,36,19,32,4.94295037,92.37238878,27.10710832,50.70880979
mango,7,17,26,6.414526606,91.63074547,34.89226666,48.75613373
mango,38,15,27,6.777788126,92.26439205,33.7462686,48.50387598
mango,5,19,25,6.441328044,96.27792547,27.3511056,54.43945147
mango,37,36,26,4.650536197,94.49161372,32.89300162,52.61323969
mango,21,31,32,5.254532213,90.29643888,35.38598705,51.42664176
mango,37,36,27,5.910634533,90.40332704,27.5529736,47.90859131
mango,23,23,30,4.755273631,90.89173106,32.82141065,47.45553843
mango,36,26,26,6.814630246,95.23444287,30.17294105,51.0845903
mango,24,33,35,5.342866119,100.7586226,29.26382931,54.82257868
mango,26,18,30,6.336234624,96.59816497,32.06097197,51.08494181
mango,22,17,26,4.754435025,99.642454,28.69818144,47.71875722
mango,11,34,32,6.831706773,97.55155537,29.14305008,49.40983294
mango,29,35,28,6.967417766,90.40260445,28.3471611,53.53903102
mango,22,28,26,4.947683034,92.84991507,27.67256197,45.41692012
mango,23,24,32,5.630619901,93.30247448,28.1218093,46.16888595
mango,1,35,34,6.27339822,92.21318555,30.79375683,46.69536813
mango,2,24,34,6.472774648,94.76322976,28.89409382,54.80750249
mango,39,37,25,6.953246506,98.28583013,33.33024826,45.61143594
mango,15,36,27,5.643710216,91.01152997,27.78912455,53.96886679
mango,3,18,31,6.392313973,91.09745581,31.65333432,48.20662669
mango,8,38,32,4.981816523,91.405983,29.75150773,46.73723302
mango,33,31,34,5.421265283,89.78216168,31.32995611,50.22287593
mango,14,29,32,6.942520105,97.51952041,35.63627319,48.97047762
mango,18,20,26,5.435840509,89.98024312,31.66524687,51.98594645
mango,9,21,32,5.870116071,95.94035356,32.26935342,53.56092806
mango,20,30,27,4.74910393,95.89898581,27.81005614,51.59445462
mango,9,38,25,5.497946899,100.3060719,34.58561471,50.34035336
mango,26,24,34,6.811291098,89.74409017,31.27180992,52.23810152
mango,31,36,29,6.460542749,97.4611918,33.93679864,52.72170281
mango,14,18,35,4.791146778,91.46664318,31.09154239,47.02058367
mango,40,16,35,6.4841522,89.59371481,31.89356292,49.02450149
mango,28,27,34,6.526654345,95.04871605,32.45465292,50.69693751
mango,0,17,30,6.279133738,97.79072474,35.47478322,47.97230503
mango,1,29,29,6.052026047,93.53197359,27.32961444,49.30347234
mango,2,36,31,5.73171945,91.77522598,30.90225239,49.95955487
mango,12,27,26,5.32307197,96.23520043,29.09382275,45.5661059
mango,7,28,35,4.66910839,96.63721027,30.02086169,46.78393776
mango,0,36,26,5.101206389,96.38808001,34.13072188,51.25786185
mango,26,35,31,5.339556562,98.05089394,33.44619894,53.05980465
mango,27,21,30,5.061081874,91.22881052,35.3915464,52.48823147
mango,22,38,31,5.821106036,98.57025046,31.53356352,53.06009323
mango,22,18,31,5.956027059,90.38503469,30.7645515,47.93791463
mango,28,23,28,5.676032581,96.08745082,30.01821337,50.0983181
mango,7,31,27,6.524114355,94.67344737,31.32863689,47.59319575
mango,29,34,26,6.273953676,89.29147581,33.88004781,54.39416048
mango,8,37,33,6.128167757,97.45373619,28.07802689,54.9640534
mango,39,16,27,4.934964765,91.54560427,35.53845018,52.94641947
mango,40,24,25,5.445008416,95.8946444,28.70595247,50.44030129
mango,19,38,26,4.525722333,93.17221967,31.48451729,48.77926304
mango,21,21,30,5.403908328,100.7720705,27.69819273,51.41593238
mango,22,18,33,6.621623545,93.92375879,30.41235793,52.48100602
mango,31,20,30,6.207495815,91.88766069,32.17752026,54.01352682
mango,18,26,31,5.418475257,91.10190759,32.6112614,47.74916499
grapes,24,130,195,6.112305667,67.12534492,29.99677232,81.54156612
grapes,13,144,204,6.092241627,68.38135469,30.7280404,82.42614055
grapes,22,123,205,5.896343436,68.73932528,32.44577836,83.88504863
grapes,36,125,196,6.15526103,66.83872293,37.46566825,80.65968681
grapes,24,131,196,5.732453638,65.34440794,22.03296178,83.74372787
grapes,2,123,198,6.253034534,70.39906054,39.64851881,82.21079946
grapes,35,140,197,6.106190557,66.76285469,16.77557314,82.75241875
grapes,11,122,195,5.647202395,69.63122027,12.14190714,83.56812483
grapes,6,123,203,6.130310493,66.77844567,12.7567962,81.62497448
grapes,17,134,204,6.499604931,73.88467027,39.04071989,80.18393287
grapes,25,130,197,5.554831977,74.91506217,39.70772192,82.68593454
grapes,27,145,205,5.800242694,66.02765219,9.467960445,82.29335466
grapes,9,122,201,5.570290539,68.06417307,29.58748357,80.91934392
grapes,16,139,203,6.27564088,65.84748763,17.82803682,80.96093443
grapes,32,141,204,5.536645599,67.235765,8.825674745,82.89753705
grapes,22,138,195,6.208196881,73.02882766,27.83487131,83.51444973
grapes,31,144,202,5.870600622,68.23963161,11.02105378,80.55557235
grapes,3,136,205,6.334771461,71.4065452,17.5862944,80.84806564
grapes,28,122,197,5.856575335,69.66256816,19.89363946,82.73366439
grapes,4,136,204,5.898944282,65.52279323,29.93707596,81.77713468
grapes,39,145,201,5.775600435,72.24230804,36.73126647,80.58931938
grapes,38,132,197,5.931101816,66.93065667,20.42094753,81.54185044
grapes,36,133,198,6.2286454,69.17281221,25.51939719,83.98351748
grapes,25,121,201,5.594240603,70.08200379,30.50734778,82.71775569
grapes,15,125,199,5.569230319,69.75734306,18.4269936,80.55625868
grapes,24,140,205,5.93202852,68.66813363,12.087022,83.59398734
grapes,13,132,203,6.423216506,73.23901752,23.60115364,82.48336987
grapes,5,126,197,6.417500829,67.10439401,12.80000387,81.20876367
grapes,30,120,200,6.234904253,65.70148216,38.06099482,82.24729637
grapes,23,142,197,6.000573725,69.30772897,39.06555518,82.03812973
grapes,26,135,203,5.685102769,74.53557341,33.78372897,81.16314317
grapes,7,126,203,5.662140095,73.28712806,16.76201707,82.00335557
grapes,32,139,198,6.358186848,66.53946559,35.89307536,82.66850729
grapes,9,141,202,6.119495295,66.38448261,21.01245395,81.17931863
grapes,20,142,196,6.207600783,68.69420397,10.89875873,80.01639435
grapes,32,129,201,6.48754639,71.55665483,16.36251869,83.00471609
grapes,3,134,199,5.81717753,71.06611222,20.28370163,81.32235739
grapes,38,138,204,6.325480034,73.01026829,25.11108456,83.25447587
grapes,14,131,198,5.562790949,67.92204319,33.4641162,83.86742974
grapes,20,122,204,6.487369687,65.06962486,11.7976469,80.86325389
grapes,40,126,201,6.116982944,71.18289431,11.36300891,80.03100049
grapes,36,128,204,5.695792761,67.03840888,25.23542319,80.68700527
grapes,11,132,197,5.734317007,74.40198861,15.99050693,81.23966573
grapes,0,137,195,6.329499832,65.3973168,22.4359017,80.18612085
grapes,19,123,200,6.167013532,65.70430027,34.76086052,81.03544763
grapes,31,136,197,5.653776058,71.43001582,31.11047251,83.34010951
grapes,4,134,200,5.840256272,73.34232097,28.57828803,80.95628959
grapes,39,139,201,5.539980812,68.68895899,41.18664903,81.01783402
grapes,8,127,196,5.833302165,70.95666003,27.02766138,83.17093908
grapes,39,138,203,6.399433771,74.62834921,21.19339319,82.33098331
grapes,32,120,204,6.138958698,67.3917379,10.38004759,83.44518113
grapes,12,142,203,5.972850838,65.01095312,31.3115978,82.56407013
grapes,8,133,195,6.456079585,71.29813872,20.46657776,80.97598029
grapes,8,139,199,6.336426667,66.13442813,29.36947679,81.53996362
grapes,21,134,202,6.425419926,65.2982112,10.72302459,80.02130636
grapes,40,140,195,6.294395676,71.63437433,14.97846952,80.49979873
grapes,39,127,202,6.477768039,71.60102999,15.3246651,81.67215994
grapes,19,120,195,5.931538447,73.55807954,18.73932187,81.12109244
grapes,21,139,201,5.980598579,67.15094741,19.3642553,83.36094029
grapes,17,136,195,6.389783283,65.90227462,41.20733624,81.61051026
grapes,33,139,203,5.693287415,70.68098614,33.34214482,82.51034633
grapes,22,133,201,6.00299607,67.2739864,23.81995682,80.12211649
grapes,32,130,196,6.372959542,74.03030056,40.66012294,81.24995984
grapes,37,135,205,5.510924849,74.10225057,11.82768186,80.2827185
grapes,15,140,195,5.69945282,65.80006004,13.28504331,83.54193816
grapes,39,132,196,5.778594403,73.67984885,35.83089092,83.32560104
grapes,40,121,199,6.315586313,66.05911698,26.18159716,81.03886263
grapes,40,132,202,5.971813006,69.706113,24.57558351,80.70695797
grapes,29,142,203,5.891195653,66.48490371,29.67229086,83.71498986
grapes,32,121,199,6.129812716,74.08101744,39.37102553,81.25353895
grapes,6,140,205,6.313085601,69.8671263,17.66558428,82.92903419
grapes,8,120,196,6.053662544,69.81855775,24.06679352,82.66396666
grapes,34,133,202,5.804799142,74.82144653,15.31413469,80.09711412
grapes,35,135,199,6.400719746,69.39630398,21.77466746,80.54942557
grapes,16,145,199,5.953966361,69.30927185,26.91624843,80.76838926
grapes,8,136,201,5.609255992,74.19664838,41.65602996,82.22118237
grapes,25,129,195,5.777271492,72.37127689,17.98667801,81.17712085
grapes,16,130,201,5.682395429,68.8503047,29.12033769,82.79092939
grapes,39,129,203,5.863996687,71.03001556,34.38922481,83.18392806
grapes,38,135,203,6.444373116,69.92107482,41.36106301,82.79782954
grapes,33,120,205,5.550832178,69.71518491,35.12158265,82.26890793
grapes,35,125,204,6.107741788,73.69529586,19.6491772,80.15215777
grapes,1,132,200,5.620745638,66.57462809,16.27852801,82.94270065
grapes,39,140,203,6.349875906,69.27779761,21.11903604,80.63399198
grapes,28,145,202,6.484323189,66.83113717,19.2077707,82.9042841
grapes,6,128,200,5.838748311,70.31782647,25.96308415,82.57813624
grapes,6,139,199,6.29099842,74.10919422,25.67385024,81.6212135
grapes,29,122,196,5.638328481,73.06862952,41.94865736,81.15595212
grapes,37,144,197,6.415555956,66.34234944,11.18994268,80.8084305
grapes,38,120,197,6.323722572,73.77063744,17.5438296,82.94703302
grapes,38,141,198,5.757009965,70.75633584,13.05809741,80.28297993
grapes,14,121,203,6.158689406,74.46411148,9.724457611,83.74765639
grapes,6,125,204,5.733539807,69.92092839,27.92004934,82.93262435
grapes,32,138,197,5.908724337,69.44115171,9.535585543,80.73112694
grapes,11,124,204,6.361141107,71.40043037,13.42988625,80.06633966
grapes,23,138,200,5.96537863,68.42802444,9.851242629,80.22631717
grapes,40,143,201,6.476757723,66.70016285,24.97256132,82.72828653
grapes,6,142,202,6.224542938,70.42508897,27.23708304,82.94573346
grapes,37,124,195,6.209928251,66.5964488,18.70679077,83.4795292
grapes,35,134,204,5.841138354,66.00817551,9.949929082,82.55138983
watermelon,119,25,51,6.283818329,53.65742581,26.47330219,80.92254421
watermelon,119,19,55,6.818261383,46.87420883,25.18780042,83.44621709
watermelon,105,30,50,6.37620108,57.04147057,25.29954705,81.77527562
watermelon,114,8,50,6.581587932,57.95826144,24.74631269,88.30866319
watermelon,93,22,52,6.932739726,41.87540028,26.58740671,81.32563243
watermelon,80,26,55,6.140099215,49.11618732,24.53442564,88.989272
watermelon,85,27,45,6.467095849,57.79652846,26.0713757,88.7285657
watermelon,85,22,53,6.849471704,59.46338556,25.96534238,89.77076659
watermelon,82,22,45,6.512196212,54.60159289,26.22338015,85.34866045
watermelon,118,13,54,6.039584629,44.07843475,24.41311871,89.81574032
watermelon,83,25,53,6.057697106,57.72799157,26.49195283,80.04678201
watermelon,86,15,47,6.423898762,53.78929956,24.04355803,84.18406764
watermelon,101,10,47,6.936997681,57.57343233,25.5421695,83.31883376
watermelon,119,9,50,6.251286661,40.794305,26.74550678,83.9195902
watermelon,104,17,46,6.190015912,43.08961827,25.7131428,80.22972777
watermelon,95,12,51,6.681606702,44.22066914,25.76484262,84.1726996
watermelon,102,14,52,6.51075991,57.74091817,26.79489868,89.64815231
watermelon,109,21,55,6.770278088,57.44942094,24.9004602,89.73524177
watermelon,81,18,50,6.429788073,58.79889057,26.80750629,88.22874955
watermelon,103,17,51,6.209888345,44.20656987,25.11189154,80.02621335
watermelon,105,14,50,6.419052193,59.65590798,26.2148837,87.6883982
watermelon,97,8,52,6.237861736,49.48575692,24.9103226,86.97190046
watermelon,120,19,49,6.762471629,56.45229202,25.79448878,84.26830701
watermelon,95,16,55,6.612847999,40.12650421,25.26931156,87.55055105
watermelon,83,29,52,6.704688865,46.05122728,25.76402693,87.5931128
watermelon,83,9,45,6.049609892,46.85176955,25.85483596,89.13163965
watermelon,91,21,50,6.762030215,48.32113628,24.33528185,81.44030363
watermelon,116,5,54,6.65398725,57.23028471,25.37601283,80.99313508
watermelon,112,28,54,6.738030547,55.29563514,24.86094646,85.05318563
watermelon,88,29,51,6.095689937,48.45978627,24.71885473,88.94568335
watermelon,118,15,45,6.538006356,48.01138482,24.21495706,84.20576992
watermelon,92,21,48,6.377427122,54.82963379,25.81692236,82.043255
watermelon,106,14,45,6.417011754,57.26773002,24.47018505,84.16390229
watermelon,99,5,47,6.649086972,51.19470197,24.13078816,84.84494575
watermelon,98,8,51,6.25933595,49.43050977,26.1793464,86.52258079
watermelon,108,22,46,6.121168559,53.33484977,26.17668721,86.7295205
watermelon,119,7,55,6.031424482,44.3993381,26.03867719,84.6378378
watermelon,117,27,48,6.835268184,54.30660782,26.53259325,82.39053979
watermelon,109,10,53,6.551750306,46.06193778,26.81938687,87.8274604
watermelon,80,16,46,6.940236218,48.47833278,25.50405534,81.40297428
watermelon,100,18,52,6.87606733,56.47941847,26.20234499,80.38266489
watermelon,91,7,53,6.457216535,43.52897517,25.13735887,89.28272716
watermelon,86,6,53,6.921847888,42.10681516,25.92030221,83.47202566
watermelon,107,5,52,6.881425746,57.40847165,26.6634609,89.98405233
watermelon,103,16,49,6.915717008,51.75212401,24.06731461,81.64075303
watermelon,101,20,48,6.206247494,57.05709413,24.6774157,82.75411437
watermelon,85,25,47,6.29542477,58.48160844,26.11440416,87.64081095
watermelon,84,7,51,6.399669044,55.74073582,26.81530456,87.65694462
watermelon,102,28,54,6.862157042,55.49541453,25.15623099,80.27525115
watermelon,98,25,52,6.224066378,49.29456609,25.2801372,83.15393658
watermelon,97,25,50,6.093814669,49.08553937,26.22005978,80.90127035
watermelon,90,16,45,6.291540278,50.55710813,24.92093261,80.61750795
watermelon,95,12,46,6.32281728,54.65423596,26.21667586,81.01009354
watermelon,82,23,49,6.873283991,51.70497792,26.81383586,87.21986949
watermelon,82,25,51,6.074209622,48.11248366,24.31334971,87.47409052
watermelon,110,28,46,6.49889585,51.26046418,24.29105004,88.04541346
watermelon,118,21,51,6.678805092,48.58241822,24.42998931,86.33904774
watermelon,120,20,45,6.114128685,54.22722466,25.66576039,88.6984228
watermelon,91,7,52,6.405054243,56.39962921,25.07803672,83.46230461
watermelon,81,6,55,6.110142735,51.70699144,24.88910524,85.87059083
watermelon,101,13,54,6.828982708,56.34144589,25.42900869,82.91481799
watermelon,101,17,55,6.451499764,44.63907691,24.37118217,87.1269128
watermelon,111,6,53,6.313512999,46.06382209,26.4930645,88.59143088
watermelon,107,10,49,6.755192025,45.24690619,25.83202912,89.00481725
watermelon,115,11,46,6.623167177,40.32161859,24.41592661,89.39655519
watermelon,84,25,52,6.12532356,44.20899581,24.37190239,81.2514818
watermelon,120,7,47,6.653867608,54.7657624,24.24782473,83.03687902
watermelon,91,12,46,6.343942518,48.31219031,24.64458469,85.49938185
watermelon,89,22,52,6.217300786,53.14626213,24.89681131,86.10782926
watermelon,113,19,46,6.286387658,49.52320689,25.41864024,81.12122989
watermelon,97,22,50,6.7698938,58.97878791,26.26028739,86.14585891
watermelon,117,30,50,6.744966312,46.59207341,24.90123934,87.20772913
watermelon,90,14,52,6.391858432,59.67927244,24.84740848,89.20454622
watermelon,104,23,47,6.770434148,42.91292205,26.98212846,86.70068316
watermelon,81,16,45,6.727468157,59.75980023,26.90435747,86.25426228
watermelon,88,5,47,6.662244646,41.16554802,25.86475496,86.67468041
watermelon,92,7,45,6.944640222,51.51033554,26.70607759,81.14149505
watermelon,81,18,50,6.507110986,47.81847573,26.44019475,80.91934337
watermelon,111,5,55,6.520663422,50.78669728,26.283443,84.42478917
watermelon,108,23,51,6.106500787,40.228644,26.84366082,83.85039964
watermelon,113,30,50,6.277484043,43.87712348,26.03967219,83.9862443
watermelon,83,10,53,6.195142279,48.75859458,24.92994759,85.00802358
watermelon,101,11,51,6.792035575,44.2068997,25.50736962,84.24340241
watermelon,114,21,55,6.472756256,57.51549686,25.4438391,87.9392312
